,comment_text,TOXIC
973,"You've probably noticed the table factions approach, if you could keep an eye out for more game-central information on in-game factions and then update the table, that would be great. I'm basing it off of a similar table in the A-class Age of Empires III, which shows the sort of information to go for without falling into the gameguide trap.",0
974,"""

 SR/CL: 

U bud bin A-way. Like long time like time outa mind long.  Gooood shit but mo' latah an dat.  Soon az Ah gitz back heah sum a de brotherz 'n sistahs 
sez """"Hance dead or alive?  We're about to send a Zion Ranger to check on his condition.""""  Ah sez """"Whoa! Led me gib him a holler.""""  Dis me hollerin Bro. 
De Zion Rangerz be dem dat do most a' de walkin tru wallz.  Not all but most. De wall walkin dude ain gonna do R Bro no harm, he jes be checkin.  
EE-ben so a gentle remindah kum fuhst.  U be readin id. A leedle postin a dis 'n dat go down GOOD.  Doan fohget to cut sum ZZzz aftah a tad a postin. 
Sleep good 'n doan fergit ta dream. Sumptin might kum jes ta BDH all wrapt roun wid delta wave 'n a kupla otha' carrierz what we diz-cuss lAtah. Chow, Bro.""",1
975,you did not call me neither? Maybe we missed the once in a lifetime chance to see us.  (Talk),0
976,"|, as you did  to the Henry David Thoreau page|}}. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.",0
977,"""rather crude ancestor of the vaccine. 

The source is a biography of Louis XVI """"Louis XVI le Roi Bienfaisant"""" (Jean de Viguerie, on the various, and often contradictory, influences of the french government prior to the revolution), where a section is devoted to the innoculation of the royal family, and makes note of how the intendant of Franche Comte had financed physicians to do it through his province, and how it was later used by Washington on his continental army.  

The truth
He actually died on December 31. It even says so in a book that I have!  

 Facts About George Washington 

1)George Washington owned over 33,000 acres of land.
2) Washington lived in NEW YORK AND PHILDELPHIA DURING HIS PREIDENCY —The preceding unsigned comment was added by 71.230.187.220  .

 GA in zh.wikipedia 

Please add {{Link GA|zh}} in interwiki section. Thanks!   """,0
978,"""

The objectionable textbook material

""""The ads refer to a controversy in Wheaton schools in the early 1990s surrounding a series of textbooks called """"Impressions,""""... They also contained some writings that some parents believed featured themes of the occult, witchcraft, violence and disrespect for parental authority.'

Here is a discussion of one of the offending pieces - a yarn called """"A Wart Snake in a Fig Tree"""" which is a kind of a pardody of 'The Twelve Days of Christmas' but with creepy-crawlies and spiders and snakes and stuff. A Wart Snake in a Fig Tree I wonder what Roskam's stance on Harry Potter and Holloween is? -  """,0
979,"""
 No, I didn't mean point me at a biographical article (though that would be good too).  I mean answer right here on the discussion page:  What town were you born in?  Which schools did you go to?  Also, regarding """"over the top"""", I disagree  I think the article could do with quite a bit more expansion, as could the articles of the other individuals you mentioned.  As for """"greatest living magicians"""", I have to admit I'd never heard those names.  How are you judging that, say, Max Maven is better than a David Copperfield?  Is it by awards, industry press, or just personal opinion of their technique?   """,0
980,"""
Okay, but only if they are truly not needed; same sort of criticism/praise, no quotes, etc. Thank you.  | talk """,0
981,"""
Haha, you're fine. I mean, you're allowed to do it, but I'm just selfish, I guess. =) I really appreciate your kindness, though. And I really respect that you asked, because when other signatures that were borrowed, no one let me know or gave me any credit! So I feel badly that since you asked, you'd feel really badly about doing it now, haha. But I can help you figure out a nice one or pick out some fun colors. Have a great day, and happy Wikying! τ """,0
982,"Leave me alone! 

I told you already to leave me alone.why can't you fuck off and do your own fucking thing. Or do you find that hounding me is amusing. Id u do then you are a mothafuckin asshole and I will ban you.",1
983,"""

 Bloc voting 

Countries with large populations of non-nationals may have their televote influenced considerably. This has been cited as the reason for apparent bloc voting in the Balkan countries of the former Yugoslavia.[91] 

This is full-blown crazy. What does """"non-nationals"""" mean? These countries have similar cultures and speak the same languages. The stars in Croatia are popular in Serbia and vice versa. People are nationals of their countries in the largest proportion in each of those countries (there are some refugees in each of those countries, but that doesn't really explain why Croatia would always give the highest no. .of pts to Serbia, or Macedonia to Serbia, where there was no conflict to speak of). For example, I'm a Bosnian Serb and me voting for a Croatian or a Serbian song is not unusual. But I'm not a Bosnian non-national. I have the passport of BiH, and my family has never lived in Serbia in history. It's really about mutual intelligibility  which is why Scandinavian bloc votes for each other all the time. It's the language and sensibility.""",0
984,"""""""PETA is not a self-published source."""" Please explain how the PETA website is not """"self-published"""".  

""",0
985,"""

 Please do not vandalize pages, as you did with this edit to Morrissey. If you continue to do so, you will be blocked from editing.   Impala 2009 """,0
986,""", 24 August 2007 (UTC)

There is no WP:RS to affirm the veracity of DI's doubtful claim either.  That is, you have no WP:RS either way.  Therefore it is not a verifiable fact that Picard (or any of the other 103 original signers) consented to or agreed with the DI's published interpretation or political position vis-a-vis PBS or any other subsequent political purpose regarding what should or shouldn't be taught in school.

All you have on verifiable record is that the 103 original signers called for skeptical examination of the evidence for scientific theories.  DI's unverifiable claim which fraudulently spins that into consensual agreement or support for their interpretation or political agenda is not a fact under the rules of Wikipedia.  

All the rest of DI's propaganda is utter hogwash fraudulently perpetrated by the DI without the verifiably demonstrated consent of the original 103 individuals.

In view of the WP:BLP """"Do No Harm"""" clause, the unverified claim of the DI must not be promoted to fact and any content to that effect must be immediately expunged, per the WP:BLP:

 16:11""",0
987,"Email 

Thanks for your email about the message you received from Guyovski. I received a similar, though not openly threatening, email from Guyovski as well.",0
988,It is a fabrication with intent to defame. That is not the point here. It belongs in the Dan Savage article.,0
989,"Perhaps overlooked in the discussion of Steve Moore’s credentials is another aspect of the Newsweek article. By saying that Knox’s supporters have hurt her by expressing their opinions, Nadeau has effectively stated that the decisions of the Italian court will be (or have been) influenced by anger and anti-American sentiment rather than the evidence alone. I don’t know if Nadeau’s experience in Italy qualifies her to make such an assessment, but taking her as a RS to make that statement would be as great an insult to Italian jurisprudence as anything Knox’s supporters have said. I wholly concur with pablo’s opinion that the piece has no place in the article.",0
990,"""

 Other attractions 

What is a """"water place"""" and """"animal place""""?   """,0
991,"""
I fear Jossi may be correct. If Watts (who, btw, died in 1973) said this about Rawat, he probably meant it as praise; i.e. the emphasis would have been on """"sacred"""", judging from my knowledge of Watts' oeuvre. He was rather anti-intellectual himself. 466 """,0
992,Ooooh. Well can you fix it? Because it looks a mess right now and I don't think it was certified in Switzerland yet. So New Zealand and Australia should just be there.,0
993,Omg i love Dch!!! Who doesn't???!!! I love Pac Sun!!!,0
994,I've removed it. It contributes NOTHING to the article.,0
995,""" Hi, Writingrights, Welcome to Wikipedia!  
I hope you like this place — I sure do — and want to stay. Before getting too in-depth, you may want to read about the Five pillars of Wikipedia and simplified ruleset. If you need help on how to title new articles check out the naming conventions, and for help on formatting the pages visit the manual of style. If you need help look at Wikipedia:Help and the FAQ , plus if you can't find your answer there, check the Village Pump (for Wikipedia related questions) or the Reference Desk (for general questions)! There's still more help at the Tutorial and Policy Library. Plus, don't forget to visit the Community Portal. And if you have any more questions after that, feel free to post them on my user talk page or place {{helpme}} on your talk page and someone will be by to help you shortly. 
TAB 
Additional tips 
TABTAB 
Here's some extra tips to help you get around in the 'pedia! 
If you want to play around with your new Wiki skills the Sandbox is for you.TAB 
You can sign your name using three tildes (~). If you use four, you can add a datestamp too. Five will get you the datestamp only.
You may want to add yourself to the new user log.TAB 
If you ever think a page or image should be deleted, please list it at the votes for deletion page. There is also a votes for undeletion page if you want to retrieve something that you think should not have been deleted.
If you're still entirely confused, or would like to get a better grasp of your wikipedia skills, and you have an IRC client (or don't mind getting one), check out the Bootcamp. It's not what it sounds like, but it is fun and can help you with your editing skills.
If you're bored and want to find something to do, try the Random page button in the sidebar, or check out the Open Task message in the Community Portal.

Happy Wiki-ing. — talk contribs


Click here to respond to this message!""",0
996,"It is common knowledge that Karaims (but not Karaite Jews) boast descent from Khazars, but what they do not realize is that we believe the Он-окъ (On-oq) whence came (mixing with Carian mercenaries from Caphtor and Kolhkis) our Khazar ancestors were in fact the remnant of the lost Ten-Tribes of Israel who formed our priesthood. It is precisely for this reason that Karaite Jewish scholars like Jacob Ben Reuben of Byzanteum and Yefet ben Ali or Jeshua ben Judah call us bastards in their writings. 

The following editor (",0
997,", 12 April 2006 (UTC)
Then rewrite and expand the article. I'd much rather have a full article, than a bad article with a full template. As for William's edits, I'm not going to vote on a content matter at this time. I have never looked at this article before you sent me the link, so I am not equipped to choose one version over another. My vote is purely on the layout/aesthetics of including the template. Maybe later when I've spent more time with an unfamiliar article, I can make a statement about the content.  16:06",0
998,"""I was trying to inject some humour (as evidenced by my winky face) in this ridiculous, overblown, and unnecessarily dramatic situation. If you took the time to familiarize yourself with the situation, you would see that the person I insulted was attacking my cited and factual contributions by actively censoring them no explanation; which I retaliated with by insulting him. I thought that his conduct was insult-worthy at the time, as would any sane individual who was not familiar with Wikipedia's """"no-insult"""" rule, however I have since realized that what I did was wrong because this site does not allow for harsh words: which is why I will not use them again even if they are used against me, which they were during this ordeal.

Wikipedia is the place for me because my edit was constructive and brought a greater knowledge to the subject's topic. But, the fact that I insulted another user in the edit summary is regrettable, and I know that now.

If you seriously think the edit linked above constitutes a """"better"""" insult, """,0
999,"this title should redirect to Altona, Hamburg. I w'd change it but at the moment there are too many links for me to bother.",0
1000,"Rex Mundi 

I've created a stub on Rex Mundi at Rex Mundi High School.  Only thing I know about it is that both my Aunt Donna and Bob Griese went there.  Please add anything you might know about it.

BTW, my dad was a Panther; I live in Princeton myself.",0
1001,"""
Another lead DYK, yee ha!  talk """,0
1002,"Arangkada Philippines PPP data study report
NEDA Infra Report
United Filipino Seafarers October 24, 2013
Manila Times November 19, 2009
Taipei Economic and Cultural Office in the Philippines (PPP in the Philippines News) October 20, 2013
[https://nippon.zaidan.info/seikabutsu/2003/00053/contents/0022.htm The Nippon Foundation Library (A study of the Philippine Railroad in Japanese funded by the institution) 
Taiwan Trade October 29, 2013

Clippings of economic news about the Philippine Economy in Japanese by Japanese Economic news organizations
Pinoy Reporter June 2010",0
1003,"Take care not to believe your own bullshit, see On Bullshit.  99.184.231.227",1
1004,"""you are totally wrong the synonyms or terms of """"Kshatriya"""" and """"Andhra Kshatriya"""" was and is used for only """"Rajus"""" but not other castes of Andhra Pradesh acording to Anthropological Survey of India by Kumar Suresh Singh which can be seen above and also in his other books.Because """"Rajus"""" are kshatriyas and also called as """"Rachavaru"""" in telugu in Medeival Period.Thats why Krishna Rao used the word """"Rachavaru"""" and also he is not an ordinary man,B.V.Krishna Rao belongs to Andhra Historical Research society.According to Kumar Suresh Singh they are Kshatriyas who migrated from north india but not locals which is also supported by other anthropologers as the truth  is Aryans initially entered into Indian  Sub-continent and stayed in north india & north-east and then their castes i.e. Brahmins,Kshatriyas & Vaishyas gradully migrated and settled to south india.
 

No,""",0
1005,"Perhaps you should better do self a better job! Pravda (Russian state) ist not Pravda.ru (privat)! That two different newspaper!
The Pravda homepage is http://www.gazeta-pravda.ru !!!90.186.44.161",0
1006,"The German Habilitation is a Degree, defined by Law.",0
1007,Desktop computer clipart - Yellow theme,0
1008,"You are wrong about everything 

but for too stupid to notice. You are a lost cause. Your existence is a blemish.137.205.183.70",1
1009,"Quality of wifi? 

I'm currently visiting france and have stayed in two apartments with v.5 boxes.  In both cases it seems the wifi router can only cope with one device at a time.  Any info available on issues with DHCP server? I don't see any mention of this problem on the french version of the page either, but since I see it on two different v.5 boxes I feel like it may be due to the hardware...  comments anyone? 88.176.26.42",0
1010,"""
 The only person claiming edit warring is you.  I urge you again to moderate your tone and abide by civility.   Padding Romm's entry with insubstantial fluff like what his brother does for a living and lengthy descriptions of projects he """"helped with"""" has no place in an encyclopedia entry.   """,0
1011,"CNN says mother died 

It's on their home page.",0
1012,"re: External links 

Hi Fut Perf. First of all thanks alot for your help with NisarKand. This website has some very informative articles that you won't find anywhere. That's why I post links to these articles. The website might have a few articles that seem hateful but most of the articles are just copied from other news sources. The website's intro might sound a little racist, but in since its just a collection of articles from various sources I really don't think it is hateful at all. As long as the individual article that is being linked is not about a group of people, I think its ok don't you think?",0
1013,"""

For the record, I will continue to do everything according to the rules. I have been patient with the above (above) user despite multiple personal attacks, and I am determined to stop any inaccurate or NPOV information from being added onto Wikipedia. It's unfortunate he has to get his buddies to back him up and not go through proper channels to what he thinks is """"harassment"""".   """,0
1014,"I don't really know for sure. I've talked to  on Wikipedia's IRC. He says they violate WP:FUC, but I'm not sure how.",0
1015,"WikiDon, STOP stalking me!",1
1016,", 27 January 2010 (UTC)

I have filed a complaint against Cshay for edit warring.
  22:18",0
1017,"WOULDN'T BE THE FIRST TIME BITCH. FUCK YOU I'LL FIND OUT WHERE YOU LIVE, SODOMIZE YOUR WIFE AND THEN BURN YOUR HOUSE DOWN. FUCK YOU YOU FUCKING QUEER.",1
1018,"Tim Burton someday must be to explain who is the Jack Napier's partner, most fans of Batman and speculation are confident that this character is Joe Chill but so was to give allegiance to the comics. Other people says that the partner may be Bob the goon, but if you look good this character bears no resemblance to Bob the goon.",0
1019,"""

Source of the term is obvious - sick brain. Word """"battle"""" before """"rifle"""" in some official sources mean """"used in battle"""". This word is used to separate battle rifle from sport or hunting rifle. In Russian state standard are definitions for terms """"battle small-arm"""",""""sport small-arm"""",""""training small-arm"""",""""hunting small-arm"""".
Most fun is that this bullshit article exists 5 years and have many cross links. Very very good indicator for knowledge level of the wikipedia editors. Viva wikipedia! 69.141.140.192  """,0
1020,"Dunfermline article and new pictures for the Kirkcaldy collage 

hello again. i've been looking at the paragraph about the Kingsgate Shopping Centre on the economy section. both sources do not indicate that the shopping centre was built in the 1980s nor is there any reference to the centre car park having two levels. me and you know that the centre was built in the 1980s (specifically between 1983 and 1985), if you want make reference to it, use A Century of Dunfermline or Dunfermline: The Post-War Years. but then, i never thought it was that important how old the centre was, anyway. about the two levels on the car park, it is actually three if you've read the sources.

also, i think you should reinstate info on the actual size of the extension and where this took place. you might also want to say that the extension was built on the site of the old bus station and car park (info is there on the reference Kingsgate extension on schedule for August 2008 opening by Mivan). as we both probably want to get this article to GA, i would remove all references to the word locate within that section. this is one of many words or phrases that should be avoided if aiming for GA status. that's why when i originally wrote that paragraph on the Kingsgate and other retail areas, i specifically kept the use of the word in question to a minimum. if it isn't dealt with now, it will be at a later date. 

that aside, i have a new picture of the Beveridge Park which i submitted to Mutt Lucker's home page. (it is now on his talk page if you want to see it) Mutt Lucker thinks it is a good effort and i would like to add it to the collage to replace the picture of the Beveridge Park Pond. as well as this, i have another new picture of the Old Kirk Tower (which was inspired by one on the undiscovered scotland website; the clock has been restored since that pic.) and would like to upload it.",0
1021,"Zero Down, Zero Interest at the Oregon COTW 

Hello to all the WikiProject Oregon folks, time once again for yet another bone chilling edition of the Collaboration Of The Week. I thank yee who helped make improvements to Fort Stevens and Upper Klamath Lake. For this first week of December, we have by request Mike Bellotti and his archrival Mike Riley, both in honor of that great tradition we call the Civil War (AKA the battle for the platypus). As always, click here to opt out of these messages, or click here to make a suggestion for a future COTW.  This message is intended for the addressee shown. It contains information that is confidential and protected from disclosure. Any review, dissemination or use of this transmission or its contents is strictly prohibited.",0
1022,(Note by brab) I've uploaded it on ImageShack,0
1023,"Where is the real vagina? 

The real photo of vagina is gone!

Would you mind if I make the new one?

The vagina picture is Indonesian's vagina. Do you love it?",1
1024,"Note: 

I also have problems involving user: Veriditas. I'd suggest ignoring him, although he and user: Jewbacca have launched a campaign, re: arbitration, and the operant idea with such things is 'fighting like hell.' I find these people distracting and annoying. Sorry you had to deal with them.  04:28, 31 Dec 2004 (UTC)",0
1025,So are you guys going to do anything about Bletch? Or are you going to sit around and hope that i revert him so you can block me as well?,0
1026,"Well, since most of my non-specialized literature is in British English i wouldn't be surprised,  if i'm using anglo-britton-specific-expletives.",0
1027,"not true, this is practice in many places outside the province. regardless, language translation should be added. 218.186.8.234",0
1028,less likeable messages here. Mark I know you are here posting your remarks. Let's just hinder Stenun. That's it!,0
1029,"""

That did not help. I don’t have an inkling what you are attempting to communicate to me. This is how the word is pronounced: inǧilizíyya. Or you can use IPA. Your new system with letters like ɩȋɑë is illegible to me. I don’t know what you mean by """"first edition"""" or by """"ALFB"""". I don’t know what you mean by """"long í is out of the ending"""" or anything else that you said. Probably you can understand me much better than I you, so let us simply say that the word is inǧilizíyya.   """,0
1030,"Proposed approach 

This section is intended to be a compilation of actions needed to improve this article, based on discussion views and discussion on this page. I will begin by suggesting a few steps we can take to address concerns raised. These include: article length, length of notes section, need to place greater emphasis on his teachings and impact, layout (use of non-standard article headings), quality standards, etc. Here are some suggestions. Please feel free to add additional issues that need attention and comment on the order of doing things.
 Review headings, re-order as needed using standard layout
 Determine sections to be moved to sub articles
 Write summaries for these sections
 Create sub articles
 Review/reduce notes section
 Edit according to Good article criteria and/or Featured article criteria
 Submit for assessment",0
1031,"(UTC)
You're the only reasonable person here. 18:39, 25 July 2008",0
1032,"Sorry, I'm not that familiar with those two games.",0
1033,"You have left me no choice. Wikipedia is a group of fellow editors. You will be banned according to your actions, not your status.",0
1034,I didn't call you a Yank.  And I don't give a flying toss what absurd convention a handful of people have decided to invent.  —,0
1035,"Hangman Game 11 

Hey man. Sure you can host Game 11, but you are going to need to wait a bit because we are voting to move the page. So as soon as that is resolved, I'm going to archive games 1-10 and then I'll give you a heads up, okay? -",0
1036,"It is obvious that you do not understood the third opinion above, see the text about dialektism as a good method to write about a controversial subject. If you want to include comments from CMA's president you don't start with deleting the parts that Mr Clements probably thinks is the most important.",0
1037,"I rule this place

31.52.104.145",0
1038,"A belated welcome! 

]]Here's wishing you a belated welcome to Wikipedia, CulturalSnow. I see that you've already been around a while and wanted to thank you for your contributions. Though you seem to have been successful in finding your way around, you may benefit from following some of the links below, which help editors get the most out of Wikipedia:
 Introduction
 The five pillars of Wikipedia
 How to edit a page
 Help pages
 How to write a great article
 Editor's index to Wikipedia

Also, when you post on talk pages you should sign your name using four tildes (~~~~); that should automatically produce your username and the date after your post.

I hope you enjoy editing here and being a Wikipedian! If you have any questions, feel free to leave me a message on , consult Wikipedia:Questions, or place  on your talk page and ask your question there.

Again, welcome!",0
1039,"Please stop 

I am assuming that the articles you are creating are of you and your friends.  12 year old soccer players and the club that they play in are almost always going to fail to meet our notability criteria.  If you do not stop creating articles like this you will be blocked from editing.  Also, do not use multiple accounts, such as .",0
1040,"""
Keegan found a proxy in one of the last socks though.— (琉竜) """,0
1041,Other than that you could see how the side bar looks intergrated into the top welcome section on the right and make it just one section. Providing you make it the same length and shrink the other pics down a little it should fit in the top?,0
1042,"fuck you jzg 

i will have you removed as editor you stupid moron",1
1043,"""

Orphaned non-free image (Image:KSV Hessen Kassel.png)
 Thanks for uploading Image:KSV Hessen Kassel.png. The image description page currently specifies that the image is non-free and may only be used on Wikipedia under a claim of fair use. However, the image is currently orphaned, meaning that it is not used in any articles on Wikipedia. If the image was previously in an article, please go to the article and see why it was removed. You may add it back if you think that that will be useful. However, please note that images for which a replacement could be created are not acceptable for use on Wikipedia (see our policy for non-free media).

If you have uploaded other unlicensed media, please check whether they're used in any articles or not. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any non-free images not used in any articles will be deleted after seven days, as described on criteria for speedy deletion. Thank you.  
Orphaned non-free image (Image:Darmstadt98.png)
 Thanks for uploading Image:Darmstadt98.png. The image description page currently specifies that the image is non-free and may only be used on Wikipedia under a claim of fair use. However, the image is currently orphaned, meaning that it is not used in any articles on Wikipedia. If the image was previously in an article, please go to the article and see why it was removed. You may add it back if you think that that will be useful. However, please note that images for which a replacement could be created are not acceptable for use on Wikipedia (see our policy for non-free media).

If you have uploaded other unlicensed media, please check whether they're used in any articles or not. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any non-free images not used in any articles will be deleted after seven days, as described on criteria for speedy deletion. Thank you.  
Orphaned non-free image (Image:Eintrachtbraunschweig.png)
 Thanks for uploading Image:Eintrachtbraunschweig.png. The image description page currently specifies that the image is non-free and may only be used on Wikipedia under a claim of fair use. However, the image is currently orphaned, meaning that it is not used in any articles on Wikipedia. If the image was previously in an article, please go to the article and see why it was removed. You may add it back if you think that that will be useful. However, please note that images for which a replacement could be created are not acceptable for use on Wikipedia (see our policy for non-free media).

If you have uploaded other unlicensed media, please check whether they're used in any articles or not. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any non-free images not used in any articles will be deleted after seven days, as described on criteria for speedy deletion. Thank you.  
Orphaned non-free image (Image:Karlsruher SC.png)
 Thanks for uploading Image:Karlsruher SC.png. The image description page currently specifies that the image is non-free and may only be used on Wikipedia under a claim of fair use. However, the image is currently orphaned, meaning that it is not used in any articles on Wikipedia. If the image was previously in an article, please go to the article and see why it was removed. [[WP:BOLD|You m",0
1044,"Very Nice Work with Aristotle Onassis 

Nice to meet you.
Very nice work with Onassis.
Thanks too much.",0
1045,You go away you loser. Way to standup for you boyfriend Blueboy96. Make me go away.,1
1046,"I've done some cleanup, adding a mention of L as the series' main antagonist to the lead. I can't agree that the episode count is insignificant, given that what we're dealing with is how prominent the characters are to the story! More than that, I can't agree that L is absent from the second arc. Yes, he's dead, he's not physically present, but the characters refer to him constantly. His influence pervades the arc, as is shown by numerous quotes and so on. It's like saying Jesus has no relevance to Paul's epistles because he was dead at the time.",0
1047,"What do you call yourself? A person who is trying his best to undermine the true history of Gustave Whitehead, why? Who are you and why are you doing this? It is inappropriate.",0
1048,"ACK, go ahead and remove them",0
1049,1/5/2012 10:36,0
1050,"But WHY, Phearson? 

216.164.33.62",0
1051,"Thanks to all for taking my rather offhand comment seriously.  To reiterate my original explanatoin to James: I'm interested in this more on a meta level (how do we approach controversial subjects) than out of deep feelings one way or the other towards Moore and his film; that is, I'm trying to see the forest of making a good article on the film rather than the trees of every factual detail within the film that contributors might have multiple viewpoints about.  For an encyclopedia based around the concept of a Neutral Point of View, any attempt to either counter or defend the content of a subject that is, in itself, an editorial statment seems wrong; such discussions wind up as parasites draining the life and meaning out of an otherwise useful article.  See, for example, something like Roe v. Wade  there's no need to use that article to debate all the pros and cons of the subject involved  there are other articles for that linked at the bottom  just state the facts about the case.  Even if you really consider Moore's movie to be completely indefinsible propaganda (and to risk the Wiki-equivalent of Godwin's Law here), note that the article on Triumph of the Will doesn't feel the need to explain all the reasons why Nazi Germany wasn't all it was cracked up to be.   Similarly, shouldn't we just describe the content of the movie (noting that it is controversial), and then if we want an article about the Bin Laden family departure or whatever we can put the facts about that subject there?   20:19, 5 Jul 2004 (UTC)",0
1052,"But here's the thing history and time travelling (which you did show a citation to), travelling to the earth's centre, creation of the universe, the future, parallel universe, the ultimate fate of the universe, dystopias and utopia (which you did show a citation to), telepathy, intelligence amplification, invisibility, psi powers and psychic phenomenon (as well as the three themes beneath it), resizing, shapeshifting, teleportation, apocalypses or world wide disasters, posthumanism, the ultimate fate of the universe and the kardashev scale, floating cities, underground cities, walking cities, the age of post-scarcity and domed cities can be used in fantasy, there for not exclusive to science fiction. Alien invasions and artificial intelligence (amongst the other themes that are on the page that I can't think of) can be used in horror and are there for not exclusive to science fiction. And as much as I hate to (as we'd be stuffing up the article even more so, but it'd be for it's own good because then after seeing how bad the article's gotten Yobmod wouldn't be so strict about which themes can be used in science fiction) we need to get rid of them immedietally.",0
1053,"This comment was reverted so you were unable to see it, but don't worry about it now because I have found out that one of the users was banned and the other received a block later for some other reason. I ended up getting blocked and was extremely pissed off about it but I can't really do anything about it now I guess even though I felt I was hardly done by.",0
1054,REDIRECT Talk:Carlos Johnson (musician),0
1055,"""
I've incorporated Burkert's quote embodying pathos in this context.  

Confusion with Aristaeus?
""""His statue was often set up on rocks and mountains as a protection against excessive heat."""" Often? Did Pausanias see one? Where does this come from? """,0
1056,""":::::If you're offended by the Birther analogy, consider the analogy of including a title like Dark Moon: Apollo and the Whistle-Blowers by Bill Kaysing in the See Also section for Neil Armstrong or Buzz Aldrin.  Fortunately, this book doesn't have it's own article yet, but it stands at #137,328 in Amazon's best-seller list, compared to Montford's #90,695.  Obviously the Moon landing hoax conspiracy theory is quite a bit more obvious as a piece of fringe nonsense and yet it's sales figures would indicate that it's being taken """"seriously"""" by many  all except NASA's partisans, namely, almost everybody.   

""",0
1057,"At school I was taught that the gravitational field inside a solid sphere is equivalent to being on the surface of a smaller sphere at the same centre, ie ignore all the matter at a radius 'above' your position. (That was a decade or 3 ago though so you would want to verify this for yourself.) Also see my comment above.",0
1058,"July 2011 (UTC)
Well, maybe I'm not a real archaeologist... –  (talk) 12:43, 25",0
1059,"What are you talking about? It's per the source. Just because another editor believes the subcontinent to look like a triangle, does not mean we strip information we don't like. 70.54.134.84",0
1060,"Thank you 

Gary, thanks for all your suggestions and patience with the GA review for High-level radioactive waste management. It was a pleasure to work with you and Dabomb and learn how some of these things are done. Maybe we'll have another opportunity on some other occasion. And thank you for the rating as well, of course.",0
1061,"""

 Frederic Bourdin. 

Hey Jimbo,
Your Bbb23 did not step back, instead he asked a friend Admin. calling him to help him with this matter against me. 
You have a open door policy right and when I came nicely explaining what the problem was and that I would be very happy to end it even though I did not feel it was fair it seemed to me that you really wanted to help. But I got blocked again and again for nothing. Let say I'm not very happy about that because it's obvious to me that the bad guys are winning. You know I can't be blocked for long though since I'm a pretty good brain with computers, that's not why I'm mad. I'm mad because you lied to me. All the people involved against me here are biaised so of cpurse unfair. And I won't let it go and no matter what I will have to do I shall do it. Your actions have been unfair and unwarranted. And even the """"great"""" Jimbo is not going to stand up for some fairness. We'll see then. Good night !37.8.170.180  """,0
1062,"Yes, is appropriate, given the circumstances. I believe the provisions of section 71A cease to be an issue once the matter comes to trial.",0
1063,"""
 How about this """"GO FUCK YOURSELF.""""""",1
1064,"""
Your bizarre fascination with me is disturbing.  Please stop posting about me. I have asked multiple times. Thank you.  So long as this nonsense is here, my response will be as well.- Sinneed """,0
1065,"""

 A kitten for you! 

i loved your articals

  
""",0
1066,"Lt. Govenor Jefferson Keel 

Also, I have information from personal interviews and pictures of the Lt. Governor? How should I go about this?24.116.196.18",0
1067,Case not closed.  You didn't answer my question which was whether the two sentences mean the same thing.  They'd have to for you to be right.  Of they don't and of course you're not.,0
1068,"The appearance seems to depend both on the browser and the window size and I've been fiddling with the image placement to try to balance them.  I don't like the block quote template as it doesn't seem to do anything and I prefer quotes of this sort to stand out typographically, in some way.  The quote in this case seems to have a Dickensian sound to it, which provides a sense of the period.  I'm hoping that the readership will like it but critics abound, alas.  Anyway, thanks for your input.",0
1069,I'll let you do your thing. Too many cooks ruin stew and all that. -,0
1070,"This is super trivial, more a clarification. I chopped out the explicit mention of the BBC and dequoted, since it would be clear from the reference, in order to perform a minor space-saver. Either way, the 'weasel words' are still present, only now quoted and the source cited in the text. Is that standard in Wikipedia, as your edit comment suggested, when weasels 'cannot' be avoided? Best etc. ~",0
1071,"""Myanmar==

I want to lodge a formal complaint against PATS1 for targeting my posts on the myanmar page for deletion because they oppose the military rule of myanmar. I think it is important for wikipedia to allow """"the peoples encyc."""" to be used to raise awareness of this critical issue.

==""",0
1072,"""

SORRY, heres deletion log... """"Klement's Sausage Company""""  Wikipedia:Articles for deletion/Klement's Sausage Company.  Malamute5

Thank you for the reference.  The answer is on the page - the overwhelming opinion of the contributors was delete, which was carried out in accordance with due process. Any administrator could have done it, I just happened to be the one.  You might want to direct your comments to , who appears to think that this company may pass WP:CORP criteria.   This correspondance is now closed.  (aeropagitica)  (talk)  """,0
1073,"""
It was Raul's idea, but we all thought you deserved special mention -)  You've really done a fine job, and reading your articles makes one proud.   (Talk) """,0
1074,"Re: Re:Invader Spleen

I looked at Invader Zim and it said you put the IZFas on the page!",0
